Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.11.2-10.0.11.1-12706-8882-6,10.0.11.2,12706,10.0.11.1,8882,6,12/04/2022 11:47:40 AM,4,2,0,1024,0,512,512,512,0,0,0,0,0,2.56E+08,500000,4,0,4,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,40,0,500000,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-48370-8876-6,10.0.11.2,48370,10.0.11.1,8876,6,12/04/2022 11:46:43 AM,4114,2,0,1024,0,512,512,512,0,0,0,0,0,248906.174,486.1448712,4114,0,4114,4114,4114,4114,0,4114,4114,0,0,0,0,0,0,0,0,0,40,0,486.1448712,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-47759-8881-6,10.0.11.2,47759,10.0.11.1,8881,6,12/04/2022 11:47:34 AM,263,2,0,1024,0,512,512,512,0,0,0,0,0,3893536.122,7604.562738,263,0,263,263,263,263,0,263,263,0,0,0,0,0,0,0,0,0,40,0,7604.562738,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-55417-8870-6,10.0.11.2,55417,10.0.11.1,8870,6,12/04/2022 11:45:47 AM,1737,2,0,1024,0,512,512,512,0,0,0,0,0,589522.1647,1151.410478,1737,0,1737,1737,1737,1737,0,1737,1737,0,0,0,0,0,0,0,0,0,40,0,1151.410478,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-36282-8880-6,10.0.11.2,36282,10.0.11.1,8880,6,12/04/2022 11:47:22 AM,591,2,0,1024,0,512,512,512,0,0,0,0,0,1732656.514,3384.094755,591,0,591,591,591,591,0,591,591,0,0,0,0,0,0,0,0,0,40,0,3384.094755,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-6373-8880-6,10.0.11.2,6373,10.0.11.1,8880,6,12/04/2022 11:47:23 AM,1366,2,0,1024,0,512,512,512,0,0,0,0,0,749633.9678,1464.128843,1366,0,1366,1366,1366,1366,0,1366,1366,0,0,0,0,0,0,0,0,0,40,0,1464.128843,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-58444-8870-6,10.0.11.2,58444,10.0.11.1,8870,6,12/04/2022 11:45:49 AM,1047,2,0,1024,0,512,512,512,0,0,0,0,0,978032.4737,1910.219675,1047,0,1047,1047,1047,1047,0,1047,1047,0,0,0,0,0,0,0,0,0,40,0,1910.219675,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-54656-8877-6,10.0.11.2,54656,10.0.11.1,8877,6,12/04/2022 11:46:53 AM,1836,2,0,1024,0,512,512,512,0,0,0,0,0,557734.2048,1089.324619,1836,0,1836,1836,1836,1836,0,1836,1836,0,0,0,0,0,0,0,0,0,40,0,1089.324619,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-24517-8881-6,10.0.11.2,24517,10.0.11.1,8881,6,12/04/2022 11:47:31 AM,1624,2,0,1024,0,512,512,512,0,0,0,0,0,630541.8719,1231.527094,1624,0,1624,1624,1624,1624,0,1624,1624,0,0,0,0,0,0,0,0,0,40,0,1231.527094,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-33966-8884-6,10.0.11.2,33966,10.0.11.1,8884,6,12/04/2022 11:47:58 AM,1685,2,0,1024,0,512,512,512,0,0,0,0,0,607715.1335,1186.94362,1685,0,1685,1685,1685,1685,0,1685,1685,0,0,0,0,0,0,0,0,0,40,0,1186.94362,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-1250-8874-6,10.0.11.2,1250,10.0.11.1,8874,6,12/04/2022 11:46:26 AM,1224,2,0,1024,0,512,512,512,0,0,0,0,0,836601.3072,1633.986928,1224,0,1224,1224,1224,1224,0,1224,1224,0,0,0,0,0,0,0,0,0,40,0,1633.986928,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-50842-8873-6,10.0.11.2,50842,10.0.11.1,8873,6,12/04/2022 11:46:19 AM,52,2,0,1024,0,512,512,512,0,0,0,0,0,1.97E+07,38461.53846,52,0,52,52,52,52,0,52,52,0,0,0,0,0,0,0,0,0,40,0,38461.53846,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-38115-8881-6,10.0.11.2,38115,10.0.11.1,8881,6,12/04/2022 11:47:30 AM,842,2,0,1024,0,512,512,512,0,0,0,0,0,1216152.019,2375.296912,842,0,842,842,842,842,0,842,842,0,0,0,0,0,0,0,0,0,40,0,2375.296912,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-43255-8880-6,10.0.11.2,43255,10.0.11.1,8880,6,12/04/2022 11:47:23 AM,506,2,0,1024,0,512,512,512,0,0,0,0,0,2023715.415,3952.56917,506,0,506,506,506,506,0,506,506,0,0,0,0,0,0,0,0,0,40,0,3952.56917,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-51768-8877-6,10.0.11.2,51768,10.0.11.1,8877,6,12/04/2022 11:46:55 AM,1043,2,0,1024,0,512,512,512,0,0,0,0,0,981783.3174,1917.545542,1043,0,1043,1043,1043,1043,0,1043,1043,0,0,0,0,0,0,0,0,0,40,0,1917.545542,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-57832-8876-6,10.0.11.2,57832,10.0.11.1,8876,6,12/04/2022 11:46:44 AM,762,2,0,1024,0,512,512,512,0,0,0,0,0,1343832.021,2624.671916,762,0,762,762,762,762,0,762,762,0,0,0,0,0,0,0,0,0,40,0,2624.671916,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-5252-8875-6,10.0.11.2,5252,10.0.11.1,8875,6,12/04/2022 11:46:36 AM,20,2,0,1024,0,512,512,512,0,0,0,0,0,5.12E+07,100000,20,0,20,20,20,20,0,20,20,0,0,0,0,0,0,0,0,0,40,0,100000,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-36593-8880-6,10.0.11.2,36593,10.0.11.1,8880,6,12/04/2022 11:47:21 AM,102,2,0,1024,0,512,512,512,0,0,0,0,0,1.00E+07,19607.84314,102,0,102,102,102,102,0,102,102,0,0,0,0,0,0,0,0,0,40,0,19607.84314,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-59884-8886-6,10.0.11.2,59884,10.0.11.1,8886,6,12/04/2022 11:48:17 AM,825,2,0,1024,0,512,512,512,0,0,0,0,0,1241212.121,2424.242424,825,0,825,825,825,825,0,825,825,0,0,0,0,0,0,0,0,0,40,0,2424.242424,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-52330-8876-6,10.0.11.2,52330,10.0.11.1,8876,6,12/04/2022 11:46:43 AM,3770,2,0,1024,0,512,512,512,0,0,0,0,0,271618.0371,530.5039788,3770,0,3770,3770,3770,3770,0,3770,3770,0,0,0,0,0,0,0,0,0,40,0,530.5039788,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-5104-8876-6,10.0.11.2,5104,10.0.11.1,8876,6,12/04/2022 11:46:44 AM,2975,2,0,1024,0,512,512,512,0,0,0,0,0,344201.6807,672.2689076,2975,0,2975,2975,2975,2975,0,2975,2975,0,0,0,0,0,0,0,0,0,40,0,672.2689076,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-12432-8884-6,10.0.11.2,12432,10.0.11.1,8884,6,12/04/2022 11:48:01 AM,643,2,0,1024,0,512,512,512,0,0,0,0,0,1592534.992,3110.419907,643,0,643,643,643,643,0,643,643,0,0,0,0,0,0,0,0,0,40,0,3110.419907,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-62182-8883-6,10.0.11.2,62182,10.0.11.1,8883,6,12/04/2022 11:47:49 AM,2002,2,0,1024,0,512,512,512,0,0,0,0,0,511488.5115,999.000999,2002,0,2002,2002,2002,2002,0,2002,2002,0,0,0,0,0,0,0,0,0,40,0,999.000999,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-48811-8874-6,10.0.11.2,48811,10.0.11.1,8874,6,12/04/2022 11:46:25 AM,2167,2,0,1024,0,512,512,512,0,0,0,0,0,472542.6857,922.9349331,2167,0,2167,2167,2167,2167,0,2167,2167,0,0,0,0,0,0,0,0,0,40,0,922.9349331,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-60898-8872-6,10.0.11.2,60898,10.0.11.1,8872,6,12/04/2022 11:46:05 AM,4162,2,0,1024,0,512,512,512,0,0,0,0,0,246035.5598,480.5382028,4162,0,4162,4162,4162,4162,0,4162,4162,0,0,0,0,0,0,0,0,0,40,0,480.5382028,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-3188-8882-6,10.0.11.2,3188,10.0.11.1,8882,6,12/04/2022 11:47:39 AM,2277,2,0,1024,0,512,512,512,0,0,0,0,0,449714.5367,878.3487044,2277,0,2277,2277,2277,2277,0,2277,2277,0,0,0,0,0,0,0,0,0,40,0,878.3487044,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-40784-8878-6,10.0.11.2,40784,10.0.11.1,8878,6,12/04/2022 11:47:03 AM,1209,2,0,1024,0,512,512,512,0,0,0,0,0,846980.976,1654.259719,1209,0,1209,1209,1209,1209,0,1209,1209,0,0,0,0,0,0,0,0,0,40,0,1654.259719,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-36704-8882-6,10.0.11.2,36704,10.0.11.1,8882,6,12/04/2022 11:47:40 AM,206,2,0,1024,0,512,512,512,0,0,0,0,0,4970873.786,9708.737864,206,0,206,206,206,206,0,206,206,0,0,0,0,0,0,0,0,0,40,0,9708.737864,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-16120-8884-6,10.0.11.2,16120,10.0.11.1,8884,6,12/04/2022 11:47:59 AM,1086,2,0,1024,0,512,512,512,0,0,0,0,0,942909.7606,1841.620626,1086,0,1086,1086,1086,1086,0,1086,1086,0,0,0,0,0,0,0,0,0,40,0,1841.620626,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-58250-8870-6,10.0.11.2,58250,10.0.11.1,8870,6,12/04/2022 11:45:48 AM,1366,2,0,1024,0,512,512,512,0,0,0,0,0,749633.9678,1464.128843,1366,0,1366,1366,1366,1366,0,1366,1366,0,0,0,0,0,0,0,0,0,40,0,1464.128843,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-10988-8884-6,10.0.11.2,10988,10.0.11.1,8884,6,12/04/2022 11:48:00 AM,487,2,0,1024,0,512,512,512,0,0,0,0,0,2102669.405,4106.776181,487,0,487,487,487,487,0,487,487,0,0,0,0,0,0,0,0,0,40,0,4106.776181,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-35245-8878-6,10.0.11.2,35245,10.0.11.1,8878,6,12/04/2022 11:47:02 AM,1045,2,0,1024,0,512,512,512,0,0,0,0,0,979904.3062,1913.875598,1045,0,1045,1045,1045,1045,0,1045,1045,0,0,0,0,0,0,0,0,0,40,0,1913.875598,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-64576-8874-6,10.0.11.2,64576,10.0.11.1,8874,6,12/04/2022 11:46:26 AM,1443,2,0,1024,0,512,512,512,0,0,0,0,0,709632.7096,1386.001386,1443,0,1443,1443,1443,1443,0,1443,1443,0,0,0,0,0,0,0,0,0,40,0,1386.001386,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-14483-8875-6,10.0.11.2,14483,10.0.11.1,8875,6,12/04/2022 11:46:34 AM,1422,2,0,1024,0,512,512,512,0,0,0,0,0,720112.5176,1406.469761,1422,0,1422,1422,1422,1422,0,1422,1422,0,0,0,0,0,0,0,0,0,40,0,1406.469761,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-60861-8873-6,10.0.11.2,60861,10.0.11.1,8873,6,12/04/2022 11:46:16 AM,2894,2,0,1024,0,512,512,512,0,0,0,0,0,353835.5218,691.0850035,2894,0,2894,2894,2894,2894,0,2894,2894,0,0,0,0,0,0,0,0,0,40,0,691.0850035,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-62032-8885-6,10.0.11.2,62032,10.0.11.1,8885,6,12/04/2022 11:48:07 AM,2825,2,0,1024,0,512,512,512,0,0,0,0,0,362477.8761,707.9646018,2825,0,2825,2825,2825,2825,0,2825,2825,0,0,0,0,0,0,0,0,0,40,0,707.9646018,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-51481-8873-6,10.0.11.2,51481,10.0.11.1,8873,6,12/04/2022 11:46:17 AM,1998,2,0,1024,0,512,512,512,0,0,0,0,0,512512.5125,1001.001001,1998,0,1998,1998,1998,1998,0,1998,1998,0,0,0,0,0,0,0,0,0,40,0,1001.001001,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-16789-8884-6,10.0.11.2,16789,10.0.11.1,8884,6,12/04/2022 11:47:58 AM,2600,2,0,1024,0,512,512,512,0,0,0,0,0,393846.1538,769.2307692,2600,0,2600,2600,2600,2600,0,2600,2600,0,0,0,0,0,0,0,0,0,40,0,769.2307692,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-27479-8879-6,10.0.11.2,27479,10.0.11.1,8879,6,12/04/2022 11:47:12 AM,239,2,0,1024,0,512,512,512,0,0,0,0,0,4284518.828,8368.200837,239,0,239,239,239,239,0,239,239,0,0,0,0,0,0,0,0,0,40,0,8368.200837,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-38985-8878-6,10.0.11.2,38985,10.0.11.1,8878,6,12/04/2022 11:47:04 AM,1360,2,0,1024,0,512,512,512,0,0,0,0,0,752941.1765,1470.588235,1360,0,1360,1360,1360,1360,0,1360,1360,0,0,0,0,0,0,0,0,0,40,0,1470.588235,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-25-8873-6,10.0.11.2,25,10.0.11.1,8873,6,12/04/2022 11:46:17 AM,470,2,0,1024,0,512,512,512,0,0,0,0,0,2178723.404,4255.319149,470,0,470,470,470,470,0,470,470,0,0,0,0,0,0,0,0,0,40,0,4255.319149,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-27729-8878-6,10.0.11.2,27729,10.0.11.1,8878,6,12/04/2022 11:47:02 AM,1298,2,0,1024,0,512,512,512,0,0,0,0,0,788906.0092,1540.832049,1298,0,1298,1298,1298,1298,0,1298,1298,0,0,0,0,0,0,0,0,0,40,0,1540.832049,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-45081-8874-6,10.0.11.2,45081,10.0.11.1,8874,6,12/04/2022 11:46:25 AM,2972,2,0,1024,0,512,512,512,0,0,0,0,0,344549.1252,672.9475101,2972,0,2972,2972,2972,2972,0,2972,2972,0,0,0,0,0,0,0,0,0,40,0,672.9475101,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-2124-8885-6,10.0.11.2,2124,10.0.11.1,8885,6,12/04/2022 11:48:08 AM,1933,2,0,1024,0,512,512,512,0,0,0,0,0,529746.508,1034.661148,1933,0,1933,1933,1933,1933,0,1933,1933,0,0,0,0,0,0,0,0,0,40,0,1034.661148,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-19129-8886-6,10.0.11.2,19129,10.0.11.1,8886,6,12/04/2022 11:48:17 AM,1647,2,0,1024,0,512,512,512,0,0,0,0,0,621736.4906,1214.329083,1647,0,1647,1647,1647,1647,0,1647,1647,0,0,0,0,0,0,0,0,0,40,0,1214.329083,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-57762-8883-6,10.0.11.2,57762,10.0.11.1,8883,6,12/04/2022 11:47:49 AM,3118,2,0,1024,0,512,512,512,0,0,0,0,0,328415.6511,641.4368185,3118,0,3118,3118,3118,3118,0,3118,3118,0,0,0,0,0,0,0,0,0,40,0,641.4368185,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-46709-8881-6,10.0.11.2,46709,10.0.11.1,8881,6,12/04/2022 11:47:33 AM,226,2,0,1024,0,512,512,512,0,0,0,0,0,4530973.451,8849.557522,226,0,226,226,226,226,0,226,226,0,0,0,0,0,0,0,0,0,40,0,8849.557522,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-10060-8878-6,10.0.11.2,10060,10.0.11.1,8878,6,12/04/2022 11:47:02 AM,2945,2,0,1024,0,512,512,512,0,0,0,0,0,347707.9796,679.1171477,2945,0,2945,2945,2945,2945,0,2945,2945,0,0,0,0,0,0,0,0,0,40,0,679.1171477,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-21990-8874-6,10.0.11.2,21990,10.0.11.1,8874,6,12/04/2022 11:46:25 AM,235,2,0,1024,0,512,512,512,0,0,0,0,0,4357446.809,8510.638298,235,0,235,235,235,235,0,235,235,0,0,0,0,0,0,0,0,0,40,0,8510.638298,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-48914-8871-6,10.0.11.2,48914,10.0.11.1,8871,6,12/04/2022 11:45:57 AM,3035,2,0,1024,0,512,512,512,0,0,0,0,0,337397.0346,658.9785832,3035,0,3035,3035,3035,3035,0,3035,3035,0,0,0,0,0,0,0,0,0,40,0,658.9785832,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-1094-8878-6,10.0.11.2,1094,10.0.11.1,8878,6,12/04/2022 11:47:04 AM,915,2,0,1024,0,512,512,512,0,0,0,0,0,1119125.683,2185.79235,915,0,915,915,915,915,0,915,915,0,0,0,0,0,0,0,0,0,40,0,2185.79235,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-11747-8873-6,10.0.11.2,11747,10.0.11.1,8873,6,12/04/2022 11:46:15 AM,448,2,0,1024,0,512,512,512,0,0,0,0,0,2285714.286,4464.285714,448,0,448,448,448,448,0,448,448,0,0,0,0,0,0,0,0,0,40,0,4464.285714,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-52302-8878-6,10.0.11.2,52302,10.0.11.1,8878,6,12/04/2022 11:47:02 AM,450,2,0,1024,0,512,512,512,0,0,0,0,0,2275555.556,4444.444444,450,0,450,450,450,450,0,450,450,0,0,0,0,0,0,0,0,0,40,0,4444.444444,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-12264-8880-6,10.0.11.2,12264,10.0.11.1,8880,6,12/04/2022 11:47:22 AM,193,2,0,1024,0,512,512,512,0,0,0,0,0,5305699.482,10362.6943,193,0,193,193,193,193,0,193,193,0,0,0,0,0,0,0,0,0,40,0,10362.6943,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
